36,3
37,3
37,3
37,3
37,3
37,3
37,3
37,3
37,3
37,3
37,3
37,3
37,3
37,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
39,3
39,3
39,3
39,3
39,3
39,3
39,3
39,3
39,3
39,3
39,3
39,3
39,3
39,3
42,4
42,4
42,4
42,4
42,4
42,4
42,4
42,4
42,4
42,4
42,4
42,4
42,4
42,4
43,4
43,4
43,4
43,4
43,4
43,4
43,4
43,4
43,4
43,4
43,4
43,4
43,4
43,4
44,4
44,4
44,4
44,4
44,4
44,4
44,4
44,4
44,4
44,4
44,4
44,4
44,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
46,4
46,4
46,4
46,4
46,4
46,4
46,4
46,4
46,4
46,4
46,4
46,4
46,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
60,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
71,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
72,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
73,7
